DC3000	241185	241186	241187	241188	241189	241190	241191	241193	241195	241199	241201	241203	241204	241205	241207	241211	241212	241216	241217	241219	241220	241227	241228	241231	241232	241234	241235	241237	241239	241241	241244	241247	241249	241250	241251	241252	241255	241256	241258	241261	241263	241266	241270	241271	241272	241273	241274	241275	241276	241277	241278	241279	241280	241281	241282	241283	241284	241285	241286	241287	241288	241289	241290	241291	241292	241293	241294	241296	241301	241303	241304	241309	241312	241317	241320	241326	241331	241333	241334	241335	241336	241338	241339	241342	241345	241346	241347	241348	241349	241351	241352	241353	241354	241361	241415	241417	241422	241423	241424	241425	241426	241431	241432	241458	241466	241467	241469	241472	241486	241492	241500	241501	241504	241507	241510	241544	241547	241563	241564	241565	241566	241567	241568	241569	241570	241571	241572	241573	241574	241575	241576	241578	241579	241580	241581	241582	241605	241613	241614	241616	241617	241620	241621	241630	241638
g3087	g4650	g4592	g4854	g4939	g4574	g5121	g5665	g5523	g4859	g4875		g4556	g4881	g4692	g5302	g4602	g4548	g3567	g4651	g4868	g4580	g5571	g4992	g4589	g4497	g4473	g4549	g4576	g4620	g4687	g4496	g4496	g4519	g4686	g4577	g4531	g4692	g5055	g4524		g4579	g4846	g4600	g4600		g5061	g4600	g4600	g4600	g4600	g4623	g4976	g4600	g5167	g4600	g4600	g4620	g4700	g5061	g4600	g4744	g4595	g4600	g4600	g4600	g4600	g4029	g4620	g4600	g4654	g4694			g4849		g4691		g5211	g4744	g5325			g4691	g5210	g4600	g5126	g4600	g4596	g5164	g4600	g5270	g4600	g4533		g3401	g3754	g5153	g4658	g4117	g4688	g4946	g4642	g4965	g5557	g5228	g4600	g4985	g4858	g4648	g5567	g4600	g4641	g4536	g4641	g4845	g5282	g4849	g4600	g5061	g5061	g3794	g4623	g4600	g4600	g4744	g4586	g4600	g5085	g4600	g4623	g4600	g4600	g4600	g4606	g4744	g4582	g5562	g5569			g4943	g5220	g4695	g4741	g4595
g3088	g4651	g4593	g4855	g4940	g4575	g5122	g5666	g5524	g4860	g4876		g4559	g4882	g4693	g5303	g4603	g4549	g3568	g4675	g4869	g4581	g5572	g4993	g4590	g4498	g4474	g4550	g4577	g4621	g4688	g4497	g4497	g4520	g4687	g4578	g4532	g4693	g5056	g4525		g4580	g4848	g4601	g4601		g5062	g4601	g4601	g4601	g4601	g4624	g4977	g4601	g5168	g4601	g4601	g4621	g4701	g5062	g4601	g4778	g4596	g4601	g4601	g4601	g4601	g4031	g4621	g4601	g4655	g4695			g4850		g4692		g5212	g4778	g5326			g4692	g5211	g4601	g5127	g4601	g4597	g5167	g4601	g5271	g4601	g4534		g3402	g3755	g5154	g4659	g4121	g4691	g4947	g4648	g4966	g5558	g5229	g4601	g4986	g4859	g4649	g5568	g4601	g4642	g4537	g4642	g4846	g5283	g4850	g4601	g5062	g5062	g3795	g4624	g4601	g4601	g4778	g4589	g4601	g5086	g4601	g4624	g4601	g4601	g4601	g4607	g4778	g4583	g5563	g5570			g4944	g5221	g4696	g4743	g4596
g3089	g4652	g4594	g4856	g4941	g4576	g5123	g5667	g5525	g4861	g4877		g4560	g4883	g4694	g5305	g4604	g4550	g3569	g4676	g4870	g4582	g5574	g4994	g4591	g4500	g4475	g4553	g4578	g4622	g4691	g4498	g4498	g4521	g4688	g4579	g4533	g4694	g5057	g4527		g4581	g4849	g4602	g4602		g5063	g4602	g4602	g4602	g4602	g4625	g4978	g4602	g5169	g4602	g4602	g4622	g4702	g5063	g4602	g4779	g4597	g4602	g4602	g4602	g4602	g4035	g4622	g4602	g4656	g4696			g4851		g4693		g5213	g4779	g5327			g4693	g5212	g4602	g5128	g4602	g4598	g5168	g4602	g5273	g4602	g4535		g3403	g3756	g5156	g4660	g4122	g4692	g4948	g4649	g4967	g5559	g5230	g4602	g4987	g4860	g4650	g5569	g4602	g4648	g4538	g4648	g4848	g5284	g4851	g4602	g5063	g5063	g3796	g4625	g4602	g4602	g4779	g4590	g4602	g5088	g4602	g4625	g4602	g4602	g4602	g4610	g4779	g4585	g5566	g5571			g4945	g5222	g4697	g4744	g4597
g3090	g4653	g4595	g4857	g4942	g4577	g5124	g5668	g5526	g4864	g4878		g4572	g4884	g4695	g5306	g4605	g4553	g3570	g4682	g4871	g4583	g5576	g4995	g4592	g4501	g4476	g4554	g4579	g4624	g4693	g4500	g4500	g4522	g4691	g4580	g4534	g4695	g5058	g4528		g4583	g4850	g4604	g4604		g5064	g4604	g4604	g4604	g4604	g4626	g4979	g4604	g5170	g4604	g4604	g4623	g4703	g5064	g4604	g4793	g4598	g4604	g4604	g4604	g4604	g4039	g4623	g4604	g4657	g4697			g4852		g4694		g5214	g4793	g5328			g4694	g5213	g4604	g5129	g4604	g4599	g5169	g4604	g5274	g4604	g4536		g3404	g3757	g5159	g4661	g4124	g4693	g4950	g4650	g4968	g5560	g5231	g4604	g4988	g4861	g4651	g5570	g4603	g4649	g4539	g4649	g4849	g5286	g4852	g4604	g5064	g5064	g3798	g4626	g4604	g4604	g4793	g4591	g4604	g5089	g4604	g4626	g4604	g4604	g4604	g4611	g4793	g4586	g5567	g5572			g4946	g5224	g4698	g4793	g4598
g3091	g4654	g4596	g4858	g4943	g4578	g5125	g5669	g5528	g4865	g4879		g4574	g4885	g4696	g5307	g4606	g4554	g3571	g4684	g4872	g4585	g5577	g4996	g4593	g4502	g4477	g4555	g4580	g4626	g4694	g4501	g4501	g4523	g4693	g4581	g4535	g4696	g5059	g4529		g4585	g4851	g4605	g4605		g5065	g4605	g4605	g4605	g4605	g4627	g4981	g4605	g5171	g4605	g4605	g4624	g4705	g5065	g4605	g4827	g4599	g4605	g4605	g4605	g4605	g4040	g4624	g4605	g4658	g4698			g4853		g4695		g5215	g4827	g5329			g4695	g5214	g4605	g5130	g4605	g4600	g5170	g4605	g5275	g4605	g4537		g3405	g3758	g5160	g4662	g4125	g4694	g4951	g4651	g4969	g5561	g5232	g4605	g4989	g4864	g4652	g5571	g4604	g4650	g4540	g4650	g4850	g5287	g4853	g4605	g5065	g5065	g3799	g4627	g4605	g4605	g4827	g4592	g4605	g5090	g4605	g4627	g4605	g4605	g4605	g4614	g4827	g4590	g5568	g5574			g4947	g5225	g4699	g4827	g4599
g3092	g4655	g4597	g4859	g4944	g4579	g5126	g5670	g5530	g4866	g4880		g4575	g4887	g4697	g5308	g4607	g4555	g3572	g4685	g4873	g4586	g5578	g4997	g4594	g4504	g4479	g4556	g4581	g4627	g4695	g4502	g4502	g4524	g4694	g4583	g4536	g4697	g5060	g4530		g4586	g4852	g4606	g4606		g5066	g4606	g4606	g4606	g4606	g4628	g4982	g4606	g5173	g4606	g4606	g4625	g4706	g5066	g4606	g4828	g4600	g4606	g4606	g4606	g4606	g4041	g4625	g4606	g4659	g4699			g4854		g4696		g5216	g4828	g5330			g4696	g5215	g4606	g5131	g4606	g4601	g5171	g4606	g5276	g4606	g4538		g3406	g3760	g5161	g4663	g4127	g4695	g4952	g4652	g4970	g5562	g5233	g4606	g4990	g4865	g4653	g5572	g4605	g4651	g4541	g4651	g4851	g5288	g4854	g4606	g5066	g5066	g3800	g4628	g4606	g4606	g4828	g4593	g4606	g5091	g4606	g4628	g4606	g4606	g4606	g4615	g4828	g4591	g5569	g5577			g4948	g5226	g4700	g4830	g4600
g3093	g4656	g4598	g4860	g4945	g4580	g5127	g5671	g5531	g4868	g4881		g4576	g4889	g4698	g5311	g4610	g4556	g3573	g4686	g4874	g4589	g5579	g4998	g4595	g4505	g4480	g4572	g4583	g4628	g4696	g4504	g4504	g4525	g4695	g4585	g4537	g4698	g5061	g4531		g4589	g4853	g4610	g4610		g5068	g4610	g4610	g4610	g4610	g4629	g4983	g4610	g5174	g4610	g4610	g4626	g4707	g5068	g4610	g4829	g4601	g4610	g4610	g4610	g4610	g4042	g4626	g4610	g4660	g4700			g4855		g4697		g5217	g4829	g5331			g4697	g5216	g4610	g5132	g4610	g4602	g5173	g4610	g5277	g4610	g4539		g3407	g3763	g5163	g4664	g4128	g4696	g4954	g4653	g4971	g5563	g5234	g4610	g4991	g4866	g4654	g5574	g4606	g4652	g4542	g4652	g4852	g5289	g4855	g4610	g5068	g5068	g3801	g4629	g4610	g4610	g4829	g4594	g4610	g5092	g4610	g4629	g4610	g4610	g4610	g4616	g4829	g4592	g5570	g5578			g4949	g5227	g4701	g4832	g4601
g3094	g4657	g4599	g4861	g4946	g4581	g5128	g5672	g5532	g4869	g4882		g4577	g4890	g4699	g5312	g4611	g4560	g3574	g4687	g4875	g4590	g5580	g4999	g4596	g4506	g4481	g4574	g4585	g4641	g4697	g4505	g4505	g4527	g4696	g4586	g4538	g4699	g5062	g4532		g4590	g4854	g4611	g4611		g5069	g4611	g4611	g4611	g4611	g4637	g4984	g4611	g5175	g4611	g4611	g4627	g4708	g5069	g4611	g4830	g4602	g4611	g4611	g4611	g4611	g4043	g4627	g4611	g4661	g4701			g4856		g4698		g5218	g4830	g5332			g4698	g5217	g4611	g5133	g4611	g4603	g5174	g4611	g5278	g4611	g4540		g3408	g3765	g5164	g4665	g4129	g4697	g4956	g4654	g4972	g5566	g5235	g4611	g4992	g4868	g4655	g5577	g4607	g4653	g4543	g4653	g4853	g5290	g4856	g4611	g5069	g5069	g3802	g4637	g4611	g4611	g4830	g4595	g4611	g5093	g4611	g4637	g4611	g4611	g4611	g4617	g4830	g4593	g5571	g5579			g4950	g5228	g4702	g4833	g4602
g3095	g4658	g4600	g4864	g4947	g4583	g5130	g5673	g5533	g4870	g4883		g4578	g4891	g4700	g5313	g4614	g4571	g3575	g4688	g4876	g4591	g5582	g5000	g4597	g4507	g4482	g4575	g4586	g4642	g4698	g4506	g4506	g4528	g4697	g4589	g4539	g4700	g5063	g4533		g4591	g4855	g4614	g4614		g5070	g4614	g4614	g4614	g4614	g4641	g4985	g4614	g5176	g4614	g4614	g4628	g4709	g5070	g4614	g4832	g4604	g4614	g4614	g4614	g4614	g4044	g4628	g4614	g4662	g4702			g4857		g4699		g5219	g4832	g5333			g4699	g5218	g4614	g5134	g4614	g4604	g5175	g4614	g5279	g4614	g4541		g3409	g3766	g5167	g4666	g4130	g4698	g4959	g4655	g4973	g5567	g5236	g4614	g4993	g4869	g4656	g5578	g4610	g4654	g4544	g4654	g4854	g5291	g4857	g4614	g5070	g5070	g3804	g4641	g4614	g4614	g4832	g4596	g4614	g5094	g4614	g4641	g4614	g4614	g4614	g4618	g4832	g4594	g5574	g5580			g4951	g5229	g4703	g4834	g4604
g3096	g4659	g4601	g4865	g4948	g4585	g5131	g5674	g5534	g4871	g4884		g4579	g4892	g4701	g5314	g4616	g4572	g3576	g4691	g4877	g4592	g5583	g5001	g4598	g4508	g4483	g4576	g4589	g4648	g4699	g4507	g4507	g4529	g4698	g4590	g4540	g4701	g5064	g4534		g4592	g4856	g4615	g4615		g5071	g4615	g4615	g4615	g4615	g4642	g4986	g4615	g5177	g4615	g4615	g4629	g4710	g5071	g4615	g4833	g4605	g4615	g4615	g4615	g4615	g4045	g4629	g4615	g4663	g4703			g4858		g4700		g5220	g4833	g5334			g4700	g5219	g4615	g5135	g4615	g4605	g5176	g4615	g5281	g4615	g4542		g3410	g3767	g5168	g4667	g4131	g4699	g4960	g4656	g4974	g5568	g5237	g4615	g4994	g4870	g4657	g5579	g4611	g4655	g4545	g4655	g4855	g5292	g4858	g4615	g5071	g5071	g3806	g4642	g4615	g4615	g4833	g4597	g4615	g5095	g4615	g4642	g4615	g4615	g4615	g4619	g4833	g4596	g5577	g5582			g4952	g5230	g4705	g4836	g4605
g3097	g4660	g4602	g4866	g4950	g4586	g5132	g5675	g5535	g4872	g4885		g4580	g4893	g4702	g5315	g4617	g4573	g3577	g4692	g4878	g4593	g5584	g5002	g4599	g4509	g4485	g4577	g4590	g4649	g4700	g4508	g4508	g4530	g4699	g4591	g4541	g4702	g5065	g4535		g4593	g4857	g4616	g4616		g5072	g4616	g4616	g4616	g4616	g4651	g4987	g4616	g5178	g4616	g4616	g4637	g4711	g5072	g4616	g4834	g4606	g4616	g4616	g4616	g4616	g4059	g4637	g4616	g4664	g4705			g4859		g4701		g5221	g4834	g5335			g4701	g5220	g4616	g5136	g4616	g4606	g5177	g4616	g5282	g4616	g4543		g3411	g3768	g5169	g4675	g4133	g4700	g4961	g4659	g4975	g5569	g5238	g4616	g4995	g4871	g4658	g5580	g4614	g4656	g4546	g4656	g4856	g5293	g4859	g4616	g5072	g5072	g3807	g4651	g4616	g4616	g4834	g4598	g4616	g5096	g4616	g4651	g4616	g4616	g4616	g4620	g4834	g4597	g5578	g5583			g4953	g5231	g4706	g4843	g4606
g3098	g4661	g4603	g4868	g4951	g4589	g5133	g5676	g5536	g4873	g4887		g4581	g4894	g4703	g5316	g4618	g4574	g3578	g4693	g4879	g4594	g5585	g5003	g4600	g4510	g4486	g4578	g4591	g4650	g4701	g4509	g4509	g4531	g4700	g4592	g4542	g4703	g5066	g4536		g4594	g4858	g4617	g4617		g5073	g4617	g4617	g4617	g4617	g4675	g4988	g4617	g5179	g4617	g4617	g4641	g4712	g5073	g4617	g4836	g4610	g4617	g4617	g4617	g4617	g4064	g4641	g4617	g4665	g4706			g4860		g4702		g5222	g4836	g5336			g4702	g5221	g4617	g5137	g4617	g4607	g5178	g4617	g5283	g4617	g4544		g3412	g3769	g5170	g4676	g4134	g4701	g4962	g4660	g4976	g5570	g5239	g4617	g4996	g4872	g4659	g5582	g4616	g4659	g4547	g4659	g4857	g5295	g4860	g4617	g5073	g5073	g3808	g4675	g4617	g4617	g4836	g4599	g4617	g5097	g4617	g4675	g4617	g4617	g4617	g4621	g4836	g4598	g5579	g5584			g4954	g5232	g4708	g4844	g4610
g3099	g4662	g4604	g4869	g4952	g4590	g5134	g5677	g5537	g4874	g4889		g4583	g4895	g4704	g5317	g4619	g4575	g3579	g4694	g4880	g4595	g5586	g5004	g4601	g4511	g4487	g4579	g4592	g4651	g4702	g4510	g4510	g4532	g4701	g4593	g4543	g4704	g5068	g4537		g4595	g4859	g4618	g4618		g5074	g4618	g4618	g4618	g4618	g4676	g4989	g4618	g5180	g4618	g4618	g4642	g4713	g5074	g4618	g4843	g4611	g4618	g4618	g4618	g4618	g4065	g4642	g4618	g4666	g4707			g4861		g4703		g5224	g4843	g5337			g4703	g5222	g4618	g5139	g4618	g4610	g5179	g4618	g5284	g4618	g4545		g3413	g3770	g5171	g4682	g4136	g4702	g4963	g4661	g4977	g5571	g5241	g4618	g4997	g4873	g4660	g5583	g4617	g4660	g4548	g4660	g4858	g5296	g4861	g4618	g5074	g5074	g3809	g4676	g4618	g4618	g4843	g4600	g4618	g5098	g4618	g4676	g4618	g4618	g4618	g4622	g4843	g4599	g5580	g5585			g4956	g5233	g4709	g4845	g4611
g3100	g4663	g4605	g4870	g4953	g4591	g5135	g5678	g5538	g4875	g4890		g4585	g4896	g4705	g5318	g4620	g4576	g3580	g4695	g4881	g4596	g5587	g5005	g4602	g4512	g4488	g4580	g4593	g4652	g4703	g4511	g4511	g4533	g4702	g4594	g4544	g4705	g5069	g4538		g4596	g4860	g4619	g4619		g5075	g4619	g4619	g4619	g4619	g4678	g4990	g4619	g5181	g4619	g4619	g4651	g4714	g5075	g4619	g4844	g4614	g4619	g4619	g4619	g4619	g4070	g4651	g4619	g4667	g4708			g4864		g4704		g5225	g4844	g5338			g4704	g5224	g4619	g5140	g4619	g4611	g5180	g4619	g5286	g4619	g4546		g3418	g3771	g5173	g4683	g4139	g4703	g4964	g4675	g4978	g5572	g5242	g4619	g4998	g4874	g4661	g5584	g4618	g4661	g4549	g4661	g4859	g5297	g4864	g4619	g5075	g5075	g3813	g4678	g4619	g4619	g4844	g4601	g4619	g5099	g4619	g4678	g4619	g4619	g4619	g4623	g4844	g4600	g5582	g5586			g4958	g5234	g4710	g4846	g4614
g3101	g4664	g4606	g4871	g4954	g4592	g5136	g5679	g5540	g4876	g4893		g4586	g4897	g4706	g5319	g4621	g4577	g3581	g4696	g4882	g4597	g5588	g5006	g4603	g4513	g4489	g4581	g4594	g4653	g4705	g4512	g4512	g4534	g4703	g4595	g4545	g4706	g5070	g4539		g4597	g4861	g4620	g4620		g5076	g4620	g4620	g4620	g4620	g4679	g4991	g4620	g5182	g4620	g4620	g4675	g4718	g5076	g4620	g4845	g4615	g4620	g4620	g4620	g4620	g4072	g4675	g4620	g4675	g4709			g4865		g4705		g5226	g4845	g5339			g4705	g5225	g4620	g5142	g4620	g4614	g5181	g4620	g5287	g4620	g4547		g3419	g3772	g5174	g4684	g4140	g4704	g4965	g4676	g4979	g5574	g5243	g4620	g4999	g4875	g4662	g5585	g4619	g4675	g4550	g4675	g4860	g5298	g4865	g4620	g5076	g5076	g3814	g4679	g4620	g4620	g4845	g4602	g4620	g5100	g4620	g4679	g4620	g4620	g4620	g4624	g4845	g4601	g5583	g5587			g4959	g5235	g4711	g4848	g4615
g3102	g4665	g4607	g4872	g4956	g4593	g5137	g5680	g5541	g4877	g4895		g4589	g4898	g4707	g5320	g4622	g4578	g3582	g4697	g4883	g4598	g5589	g5007	g4604	g4514	g4490	g4582	g4595	g4665	g4706	g4513	g4513	g4535	g4705	g4596	g4546	g4708	g5071	g4540		g4598	g4864	g4622	g4622		g5077	g4622	g4622	g4622	g4622	g4680	g4992	g4622	g5183	g4622	g4622	g4676	g4738	g5077	g4622	g4846	g4616	g4622	g4622	g4622	g4622	g4097	g4676	g4622	g4676	g4710			g4866		g4706		g5227	g4846	g5340			g4706	g5226	g4622	g5143	g4622	g4616	g5182	g4622	g5288	g4622	g4548		g3420	g3773	g5175	g4686	g4141	g4705	g4966	g4682	g4981	g5577	g5245	g4622	g5000	g4876	g4663	g5586	g4620	g4676	g4553	g4676	g4861	g5299	g4866	g4622	g5077	g5077	g3815	g4680	g4622	g4622	g4846	g4603	g4622	g5102	g4622	g4680	g4622	g4622	g4622	g4625	g4846	g4602	g5584	g5588			g4960	g5236	g4712	g4849	g4616
g3103	g4666	g4610	g4873	g4958	g4594	g5139	g5715	g5542	g4878	g4896		g4590	g4901	g4708	g5321	g4623	g4579	g3583	g4698	g4884	g4599	g5590	g5008	g4605	g4515	g4491	g4583	g4596	g4675	g4707	g4514	g4514	g4536	g4706	g4597	g4547	g4709	g5072	g4541		g4599	g4865	g4623	g4623		g5078	g4623	g4623	g4623	g4623	g4681	g4993	g4623	g5184	g4623	g4623	g4678	g4740	g5078	g4623	g4848	g4617	g4623	g4623	g4623	g4623	g4100	g4678	g4623	g4682	g4711			g4868		g4707		g5228	g4848	g5341			g4707	g5227	g4623	g5144	g4623	g4617	g5183	g4623	g5289	g4623	g4549		g3421	g3774	g5176	g4687	g4144	g4706	g4967	g4683	g4982	g5578	g5246	g4623	g5001	g4877	g4665	g5587	g4621	g4682	g4554	g4682	g4864	g5300	g4868	g4623	g5078	g5078	g3816	g4681	g4623	g4623	g4848	g4604	g4623	g5103	g4623	g4681	g4623	g4623	g4623	g4626	g4848	g4603	g5585	g5589			g4961	g5237	g4713	g4850	g4617
g3104	g4667	g4611	g4874	g4959	g4595	g5140	g5716	g5543	g4879	g4897		g4591	g4902	g4709	g5322	g4624	g4580	g3584	g4699	g4885	g4600	g5592	g5009	g4606	g4516	g4492	g4584	g4597	g4676	g4708	g4515	g4515	g4537	g4707	g4598	g4548	g4710	g5074	g4542		g4600	g4866	g4624	g4624		g5083	g4624	g4624	g4624	g4624	g4682	g4994	g4624	g5187	g4624	g4624	g4679	g4743	g5083	g4624	g4849	g4618	g4624	g4624	g4624	g4624	g4101	g4679	g4624	g4684	g4712			g4869		g4708		g5229	g4849	g5342			g4708	g5228	g4624	g5145	g4624	g4618	g5184	g4624	g5290	g4624	g4550		g3422	g3775	g5177	g4688	g4145	g4707	g4968	g4684	g4983	g5579	g5247	g4624	g5002	g4878	g4675	g5588	g4622	g4684	g4555	g4684	g4865	g5301	g4869	g4624	g5083	g5083	g3817	g4682	g4624	g4624	g4849	g4605	g4624	g5104	g4624	g4682	g4624	g4624	g4624	g4627	g4849	g4604	g5586	g5590			g4962	g5238	g4714	g4851	g4618
g3105	g4675	g4614	g4875	g4960	g4596	g5142	g5717	g5545	g4880	g4898		g4592	g4903	g4710	g5323	g4625	g4581	g3585	g4700	g4887	g4601	g5593	g5010	g4607	g4517	g4493	g4585	g4598	g4682	g4709	g4516	g4516	g4538	g4708	g4599	g4549	g4711	g5075	g4543		g4601	g4868	g4625	g4625		g5084	g4625	g4625	g4625	g4625	g4684	g4995	g4625	g5188	g4625	g4625	g4680	g4746	g5084	g4625	g4850	g4619	g4625	g4625	g4625	g4625	g4102	g4680	g4625	g4686	g4713			g4870		g4709		g5230	g4850	g5344			g4709	g5229	g4625	g5146	g4625	g4619	g5185	g4625	g5291	g4625	g4553		g3423	g3777	g5178	g4691	g4146	g4708	g4969	g4686	g4984	g5580	g5248	g4625	g5003	g4879	g4676	g5589	g4624	g4685	g4556	g4685	g4866	g5302	g4870	g4625	g5084	g5084	g3819	g4684	g4625	g4625	g4850	g4606	g4625	g5105	g4625	g4684	g4625	g4625	g4625	g4628	g4850	g4605	g5587	g5592			g4963	g5239	g4715	g4852	g4619
g3106	g4676	g4616	g4876	g4961	g4597	g5143	g5762	g5546	g4881	g4899		g4593	g4904	g4711	g5324	g4626	g4582	g3586	g4701	g4889	g4602	g5595	g5011	g4610	g4519	g4494	g4586	g4599	g4683	g4710	g4517	g4517	g4539	g4709	g4600	g4550	g4712	g5076	g4544		g4602	g4869	g4626	g4626		g5085	g4626	g4626	g4626	g4626	g4685	g4996	g4626	g5189	g4626	g4626	g4681	g4785	g5085	g4626	g4851	g4620	g4626	g4626	g4626	g4626	g4103	g4681	g4626	g4687	g4714			g4871		g4710		g5231	g4851	g5345			g4710	g5230	g4626	g5148	g4626	g4620	g5186	g4626	g5292	g4626	g4554		g3424	g3778	g5179	g4692	g4147	g4709	g4970	g4687	g4985	g5582	g5249	g4626	g5004	g4880	g4682	g5590	g4626	g4686	g4559	g4686	g4868	g5303	g4871	g4626	g5085	g5085	g3820	g4685	g4626	g4626	g4851	g4607	g4626	g5106	g4626	g4685	g4626	g4626	g4626	g4629	g4851	g4606	g5588	g5593			g4964	g5241	g4718	g4853	g4620
g3107	g4682	g4617	g4877	g4962	g4598	g5144	g5764	g5547	g4882	g4901		g4594	g4905	g4712	g5325	g4627	g4583	g3587	g4702	g4890	g4603	g5596	g5012	g4611	g4520	g4495	g4589	g4600	g4684	g4711	g4519	g4519	g4540	g4710	g4601	g4553	g4713	g5077	g4545		g4603	g4870	g4627	g4627		g5086	g4627	g4627	g4627	g4627	g4686	g4997	g4627	g5190	g4627	g4627	g4682	g4793	g5086	g4627	g4852	g4622	g4627	g4627	g4627	g4627	g4104	g4682	g4627	g4688	g4723			g4872		g4711		g5232	g4852	g5346			g4711	g5231	g4627	g5149	g4627	g4621	g5187	g4627	g5293	g4627	g4555		g3425	g3779	g5180	g4693	g4150	g4710	g4971	g4688	g4986	g5583	g5268	g4627	g5005	g4881	g4683	g5592	g4627	g4687	g4572	g4687	g4869	g5305	g4872	g4627	g5086	g5086	g3822	g4686	g4627	g4627	g4852	g4609	g4627	g5107	g4627	g4686	g4627	g4627	g4627	g4637	g4852	g4609	g5589	g5594			g4965	g5242	g4740	g4854	g4622
g3108	g4684	g4618	g4878	g4963	g4599	g5145	g5778	g5548	g4883	g4902		g4595	g4906	g4713	g5326	g4628	g4585	g3588	g4703	g4891	g4604	g5597	g5013	g4614	g4521	g4496	g4590	g4601	g4686	g4712	g4520	g4520	g4541	g4711	g4602	g4554	g4714	g5078	g4546		g4604	g4871	g4628	g4628		g5088	g4628	g4628	g4628	g4628	g4687	g4998	g4628	g5191	g4628	g4628	g4684	g4816	g5088	g4628	g4853	g4623	g4628	g4628	g4628	g4628	g4105	g4684	g4628	g4689	g4724			g4873		g4712		g5233	g4853	g5347			g4712	g5232	g4628	g5150	g4628	g4622	g5188	g4628	g5295	g4628	g4556		g3426	g3780	g5181	g4694	g4152	g4711	g4972	g4691	g4987	g5584	g5269	g4628	g5006	g4882	g4684	g5593	g4628	g4688	g4574	g4688	g4870	g5306	g4873	g4628	g5088	g5088	g3823	g4687	g4628	g4628	g4853	g4610	g4628	g5112	g4628	g4687	g4628	g4628	g4628	g4641	g4853	g4610	g5590	g5595			g4966	g5243	g4743	g4855	g4623
g3109	g4685	g4619	g4879	g4964	g4600	g5146		g5549	g4884	g4903		g4596	g4907	g4714	g5327	g4629	g4586	g3589	g4705	g4892	g4605	g5598	g5014	g4616	g4522	g4497	g4591	g4602	g4687	g4713	g4521	g4521	g4542	g4712	g4603	g4555	g4715	g5082	g4547		g4605	g4872	g4629	g4629		g5089	g4629	g4629	g4629	g4629	g4688	g4999	g4629	g5200	g4629	g4629	g4685	g4827	g5089	g4629	g4854	g4624	g4629	g4629	g4629	g4629	g4106	g4685	g4629	g4691	g4741			g4874		g4713		g5234	g4854	g5348			g4713	g5233	g4629	g5152	g4629	g4624	g5189	g4629	g5296	g4629	g4560		g3427	g3781	g5182	g4695	g4153	g4712	g4973	g4692	g4988	g5585	g5270	g4629	g5007	g4883	g4686	g5594	g4641	g4691	g4575	g4691	g4871	g5307	g4874	g4629	g5089	g5089	g3824	g4688	g4629	g4629	g4854	g4611	g4629	g5113	g4629	g4688	g4629	g4629	g4629	g4642	g4854	g4611	g5592	g5596			g4967	g5245	g4793	g4856	g4624
g3110	g4686	g4620	g4880	g4965	g4601	g5147		g5551	g4885	g4904		g4597	g4909	g4715	g5328	g4637	g4589	g3590	g4706	g4893	g4606	g5599	g5016	g4617	g4523	g4498	g4592	g4603	g4688	g4714	g4522	g4522	g4543	g4713	g4604	g4556	g4718	g5083	g4548		g4606	g4873	g4637	g4637		g5090	g4637	g4637	g4637	g4637	g4689	g5000	g4637	g5201	g4637	g4637	g4686	g4830	g5090	g4637	g4855	g4625	g4637	g4637	g4637	g4637	g4107	g4686	g4637	g4692	g4742			g4875		g4714		g5235	g4855	g5349			g4714	g5234	g4637	g5153	g4637	g4626	g5190	g4637	g5297	g4637	g4572		g3428	g3782	g5183	g4696	g4154	g4713	g4974	g4693	g4989	g5586	g5271	g4637	g5008	g4884	g4687	g5595	g4642	g4692	g4576	g4692	g4872	g5308	g4875	g4637	g5090	g5090	g3825	g4689	g4637	g4637	g4855	g4614	g4637	g5114	g4637	g4689	g4637	g4637	g4637	g4651	g4855	g4612	g5593	g5597			g4968	g5246	g4804	g4857	g4625
g3111	g4687	g4621	g4881	g4966	g4602	g5148		g5552	g4887	g4905		g4598	g4910	g4718	g5329	g4641	g4590	g3591	g4707	g4894	g4607	g5600	g5017	g4618	g4524	g4500	g4593	g4604	g4691	g4718	g4523	g4523	g4544	g4714	g4605	g4559	g4740	g5084	g4549		g4607	g4874	g4641	g4641		g5091	g4641	g4641	g4641	g4641	g4691	g5001	g4641	g5202	g4641	g4641	g4687	g4832	g5091	g4641	g4856	g4626	g4641	g4641	g4641	g4641	g4108	g4687	g4641	g4693	g4743			g4876		g4715		g5236	g4856	g5350			g4715	g5235	g4641	g5154	g4641	g4627	g5191	g4641	g5298	g4641	g4574		g3429	g3785	g5184	g4697	g4155	g4714	g4975	g4694	g4990	g5587	g5272	g4641	g5010	g4885	g4688	g5596	g4648	g4693	g4577	g4693	g4873	g5311	g4876	g4641	g5091	g5091	g3827	g4691	g4641	g4641	g4856	g4616	g4641	g5115	g4641	g4691	g4641	g4641	g4641	g4675	g4856	g4613	g5594	g5598			g4969	g5247	g4806	g4858	g4626
